"Year
(Persian)","Month
(Persian)","Day
(Persian)","Hydrological year
(Persian)","Date
(Persian)","Date
(Gregorian callendar)","Year
(Gregorian)","Month
(Gregorian)","Day
(Gregorian)","Water Level
(m above sea level)"
1346,7,13,1346-47,1346/07/13,10/5/1967,1967,10,5,1273.94
1346,7,14,1346-47,1346/07/14,10/6/1967,1967,10,6,1273.96
1346,7,15,1346-47,1346/07/15,10/7/1967,1967,10,7,1273.95
1346,7,16,1346-47,1346/07/16,10/8/1967,1967,10,8,1273.96
1346,7,17,1346-47,1346/07/17,10/9/1967,1967,10,9,1273.96
1346,7,18,1346-47,1346/07/18,10/10/1967,1967,10,10,1273.96
1346,7,19,1346-47,1346/07/19,10/11/1967,1967,10,11,1273.97
1346,7,20,1346-47,1346/07/20,10/12/1967,1967,10,12,1273.97
1346,7,21,1346-47,1346/07/21,10/13/1967,1967,10,13,1273.96
1346,7,22,1346-47,1346/07/22,10/14/1967,1967,10,14,1273.96
1346,7,23,1346-47,1346/07/23,10/15/1967,1967,10,15,1273.96
1346,7,24,1346-47,1346/07/24,10/16/1967,1967,10,16,1273.96
1346,7,25,1346-47,1346/07/25,10/17/1967,1967,10,17,1273.96
1346,7,26,1346-47,1346/07/26,10/18/1967,1967,10,18,1273.97
1346,7,27,1346-47,1346/07/27,10/19/1967,1967,10,19,1273.98
1346,7,28,1346-47,1346/07/28,10/20/1967,1967,10,20,1273.99
1346,7,29,1346-47,1346/07/29,10/21/1967,1967,10,21,1273.98
1346,7,30,1346-47,1346/07/30,10/22/1967,1967,10,22,1273.97
1346,8,1,1346-47,1346/08/01,10/23/1967,1967,10,23,1273.97
1346,8,2,1346-47,1346/08/02,10/24/1967,1967,10,24,1273.95
1346,8,3,1346-47,1346/08/03,10/25/1967,1967,10,25,1273.94
1346,8,4,1346-47,1346/08/04,10/26/1967,1967,10,26,1273.94
1346,8,5,1346-47,1346/08/05,10/27/1967,1967,10,27,1273.94
1346,8,6,1346-47,1346/08/06,10/28/1967,1967,10,28,1273.94
1346,8,7,1346-47,1346/08/07,10/29/1967,1967,10,29,1273.93
1346,8,8,1346-47,1346/08/08,10/30/1967,1967,10,30,1273.92
1346,8,9,1346-47,1346/08/09,10/31/1967,1967,10,31,1273.92
1346,8,10,1346-47,1346/08/10,11/1/1967,1967,11,1,1273.91
1346,8,11,1346-47,1346/08/11,11/2/1967,1967,11,2,1273.91
1346,8,12,1346-47,1346/08/12,11/3/1967,1967,11,3,1273.91
1346,8,13,1346-47,1346/08/13,11/4/1967,1967,11,4,1273.9
1346,8,14,1346-47,1346/08/14,11/5/1967,1967,11,5,1273.88
1346,8,15,1346-47,1346/08/15,11/6/1967,1967,11,6,1273.87
1346,8,16,1346-47,1346/08/16,11/7/1967,1967,11,7,1273.86
1346,8,17,1346-47,1346/08/17,11/8/1967,1967,11,8,1273.86
1346,8,18,1346-47,1346/08/18,11/9/1967,1967,11,9,1273.86
1346,8,19,1346-47,1346/08/19,11/10/1967,1967,11,10,1273.85
1346,8,20,1346-47,1346/08/20,11/11/1967,1967,11,11,1273.84
1346,8,21,1346-47,1346/08/21,11/12/1967,1967,11,12,1273.84
1346,8,22,1346-47,1346/08/22,11/13/1967,1967,11,13,1273.83
1346,8,23,1346-47,1346/08/23,11/14/1967,1967,11,14,1273.83
1346,8,24,1346-47,1346/08/24,11/15/1967,1967,11,15,1273.83
1346,8,25,1346-47,1346/08/25,11/16/1967,1967,11,16,1273.82
1346,8,26,1346-47,1346/08/26,11/17/1967,1967,11,17,1273.82
1346,8,27,1346-47,1346/08/27,11/18/1967,1967,11,18,1273.82
1346,8,28,1346-47,1346/08/28,11/19/1967,1967,11,19,1273.82
1346,8,29,1346-47,1346/08/29,11/20/1967,1967,11,20,1273.83
1346,8,30,1346-47,1346/08/30,11/21/1967,1967,11,21,1273.83
1346,9,1,1346-47,1346/09/01,11/22/1967,1967,11,22,1273.8
1346,9,2,1346-47,1346/09/02,11/23/1967,1967,11,23,1273.8
1346,9,3,1346-47,1346/09/03,11/24/1967,1967,11,24,1273.8
1346,9,4,1346-47,1346/09/04,11/25/1967,1967,11,25,1273.8
1346,9,5,1346-47,1346/09/05,11/26/1967,1967,11,26,1273.79
1346,9,6,1346-47,1346/09/06,11/27/1967,1967,11,27,1273.79
1346,9,7,1346-47,1346/09/07,11/28/1967,1967,11,28,1273.8
1346,9,8,1346-47,1346/09/08,11/29/1967,1967,11,29,1273.81
1346,9,9,1346-47,1346/09/09,11/30/1967,1967,11,30,1273.81
1346,9,10,1346-47,1346/09/10,12/1/1967,1967,12,1,1273.79
1346,9,11,1346-47,1346/09/11,12/2/1967,1967,12,2,1273.81
1346,9,12,1346-47,1346/09/12,12/3/1967,1967,12,3,1273.88
1346,9,13,1346-47,1346/09/13,12/4/1967,1967,12,4,1273.81
1346,9,14,1346-47,1346/09/14,12/5/1967,1967,12,5,1273.82
1346,9,15,1346-47,1346/09/15,12/6/1967,1967,12,6,1273.82
1346,9,16,1346-47,1346/09/16,12/7/1967,1967,12,7,1273.82
1346,9,17,1346-47,1346/09/17,12/8/1967,1967,12,8,1273.81
1346,9,18,1346-47,1346/09/18,12/9/1967,1967,12,9,1273.81
1346,9,19,1346-47,1346/09/19,12/10/1967,1967,12,10,1273.8
1346,9,20,1346-47,1346/09/20,12/11/1967,1967,12,11,1273.8
1346,9,21,1346-47,1346/09/21,12/12/1967,1967,12,12,1273.8
1346,9,22,1346-47,1346/09/22,12/13/1967,1967,12,13,1273.8
1346,9,23,1346-47,1346/09/23,12/14/1967,1967,12,14,1273.8
1346,9,24,1346-47,1346/09/24,12/15/1967,1967,12,15,1273.8
1346,9,25,1346-47,1346/09/25,12/16/1967,1967,12,16,1273.81
1346,9,26,1346-47,1346/09/26,12/17/1967,1967,12,17,1273.8
1346,9,27,1346-47,1346/09/27,12/18/1967,1967,12,18,1273.8
1346,9,28,1346-47,1346/09/28,12/19/1967,1967,12,19,1273.8
1346,9,29,1346-47,1346/09/29,12/20/1967,1967,12,20,1273.8
1346,9,30,1346-47,1346/09/30,12/21/1967,1967,12,21,1273.8
1346,10,1,1346-47,1346/10/01,12/22/1967,1967,12,22,1273.84
1346,10,2,1346-47,1346/10/02,12/23/1967,1967,12,23,1273.83
1346,10,3,1346-47,1346/10/03,12/24/1967,1967,12,24,1273.83
1346,10,4,1346-47,1346/10/04,12/25/1967,1967,12,25,1273.83
1346,10,5,1346-47,1346/10/05,12/26/1967,1967,12,26,1273.83
1346,10,6,1346-47,1346/10/06,12/27/1967,1967,12,27,1273.84
1346,10,7,1346-47,1346/10/07,12/28/1967,1967,12,28,1273.84
1346,10,8,1346-47,1346/10/08,12/29/1967,1967,12,29,1273.84
1346,10,9,1346-47,1346/10/09,12/30/1967,1967,12,30,1273.85
1346,10,10,1346-47,1346/10/10,12/31/1967,1967,12,31,1273.86
1346,10,11,1346-47,1346/10/11,1/1/1968,1968,1,1,1273.85
1346,10,12,1346-47,1346/10/12,1/2/1968,1968,1,2,1273.86
1346,10,13,1346-47,1346/10/13,1/3/1968,1968,1,3,1273.86
1346,10,14,1346-47,1346/10/14,1/4/1968,1968,1,4,1273.88
1346,10,15,1346-47,1346/10/15,1/5/1968,1968,1,5,1273.88
1346,10,16,1346-47,1346/10/16,1/6/1968,1968,1,6,1273.89
1346,10,17,1346-47,1346/10/17,1/7/1968,1968,1,7,1273.89
1346,10,18,1346-47,1346/10/18,1/8/1968,1968,1,8,1273.89
